Date ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
2022-07-13,"3,104.00","3,110.00","3,035.00","3,084.70","3,040.50","3,038.75","3,062.02","4,043.00","3,023.85",3863530,"11,83,01,87,593.45",235688
2022-07-12,"3,114.90","3,136.20","3,080.25","3,113.80","3,084.50","3,084.70","3,107.29","4,043.00","3,023.85",3734815,"11,60,51,53,006.95",205086
2022-07-11,"3,206.15","3,225.00","3,106.00","3,265.45","3,112.00","3,113.80","3,129.60","4,043.00","3,023.85",6974600,"21,82,76,98,062.70",380075
2022-07-08,"3,300.00","3,305.00","3,250.00","3,287.85","3,266.00","3,265.45","3,276.37","4,043.00","3,023.85",2136916,"7,00,13,26,022.15",124842
2022-07-07,"3,271.00","3,319.40","3,265.05","3,260.75","3,294.00","3,287.85","3,297.43","4,043.00","3,023.85",1989921,"6,56,16,34,408.95",134817
2022-07-06,"3,218.50","3,268.50","3,202.25","3,216.30","3,265.00","3,260.75","3,241.31","4,043.00","3,023.85",2182144,"7,07,29,98,934.05",133193
2022-07-05,"3,255.00","3,272.00","3,206.95","3,235.05","3,218.00","3,216.30","3,242.04","4,043.00","3,023.85",2170627,"7,03,72,66,407.55",112716
2022-07-04,"3,312.00","3,317.95","3,225.05","3,315.10","3,234.70","3,235.05","3,253.31","4,043.00","3,023.85",2622535,"8,53,19,14,981.10",141398
2022-07-01,"3,260.00","3,333.00","3,252.05","3,267.10","3,331.00","3,315.10","3,280.60","4,043.00","3,023.85",1502879,"4,93,03,50,507.75",112046
2022-06-30,"3,272.00","3,310.90","3,255.00","3,290.50","3,264.50","3,267.10","3,277.18","4,043.00","3,023.85",2719603,"8,91,26,36,836.55",162335
2022-06-29,"3,271.00","3,333.00","3,271.00","3,318.15","3,287.00","3,290.50","3,305.83","4,043.00","3,023.85",2133994,"7,05,46,30,628.20",107778
2022-06-28,"3,307.00","3,330.00","3,272.60","3,314.70","3,318.15","3,318.15","3,303.05","4,043.00","3,023.85",1400046,"4,62,44,22,760.50",84893
2022-06-27,"3,350.00","3,362.90","3,306.50","3,293.10","3,314.00","3,314.70","3,332.08","4,043.00","3,023.85",2037686,"6,78,97,35,530.10",97090
2022-06-24,"3,339.00","3,345.00","3,277.50","3,308.80","3,295.05","3,293.10","3,301.37","4,043.00","3,023.85",2132118,"7,03,89,03,961.45",138562
2022-06-23,"3,222.95","3,318.00","3,222.95","3,222.95","3,312.95","3,308.80","3,278.60","4,043.00","3,023.85",3692578,"12,10,64,70,991.25",185416
2022-06-22,"3,199.90","3,250.55","3,183.00","3,211.95","3,225.30","3,222.95","3,220.58","4,043.00","3,023.85",3336315,"10,74,48,67,621.70",156829
2022-06-21,"3,130.00","3,237.75","3,125.40","3,112.40","3,215.00","3,211.95","3,199.94","4,043.00","3,023.85",2964461,"9,48,60,98,258.85",128742
2022-06-20,"3,094.00","3,138.75","3,069.00","3,088.90","3,134.95","3,112.40","3,107.87","4,043.00","3,023.85",1502769,"4,67,04,09,474.10",115135
2022-06-17,"3,092.00","3,118.75","3,023.85","3,142.00","3,104.00","3,088.90","3,070.68","4,043.00","3,023.85",5240434,"16,09,16,75,326.95",251011
2022-06-16,"3,240.00","3,244.85","3,133.05","3,206.30","3,144.50","3,142.00","3,183.97","4,043.00","3,132.40",2032028,"6,46,99,22,975.25",130733
2022-06-15,"3,218.50","3,234.00","3,201.00","3,210.55","3,205.00","3,206.30","3,216.29","4,043.00","3,132.40",1404536,"4,51,74,00,463.55",70725
2022-06-14,"3,190.00","3,238.90","3,174.70","3,219.60","3,215.00","3,210.55","3,217.07","4,043.00","3,132.40",2611493,"8,40,13,63,540.45",124729
2022-06-13,"3,290.00","3,293.00","3,192.45","3,359.90","3,224.00","3,219.60","3,232.62","4,043.00","3,132.40",3030921,"9,79,78,12,416.85",205631
2022-06-10,"3,382.00","3,393.00","3,352.00","3,427.10","3,357.75","3,359.90","3,368.98","4,043.00","3,132.40",1527582,"5,14,63,99,355.65",104326
2022-06-09,"3,385.00","3,437.00","3,353.10","3,404.15","3,434.10","3,427.10","3,407.19","4,043.00","3,132.40",1279197,"4,35,84,69,058.00",93783
2022-06-08,"3,380.15","3,413.95","3,346.50","3,362.70","3,390.40","3,404.15","3,380.99","4,043.00","3,132.40",2185707,"7,38,98,60,340.55",108659
2022-06-07,"3,401.05","3,418.85","3,356.00","3,430.95","3,360.00","3,362.70","3,375.14","4,043.00","3,132.40",2308256,"7,79,06,97,239.05",97752
2022-06-06,"3,418.00","3,453.00","3,377.15","3,440.15","3,432.95","3,430.95","3,418.11","4,043.00","3,132.40",1084210,"3,70,59,44,242.60",73792
2022-06-03,"3,459.40","3,477.30","3,431.20","3,423.00","3,439.50","3,440.15","3,461.63","4,043.00","3,115.00",1913622,"6,62,42,47,294.00",100866
2022-06-02,"3,355.00","3,432.00","3,346.30","3,355.20","3,425.00","3,423.00","3,406.45","4,043.00","3,115.00",2657939,"9,05,41,31,663.70",136202
2022-06-01,"3,388.00","3,388.00","3,340.05","3,364.35","3,359.15","3,355.20","3,361.69","4,043.00","3,115.00",1493835,"5,02,18,09,191.80",104290
2022-05-31,"3,354.15","3,383.40","3,325.00","3,375.25","3,365.00","3,364.35","3,361.72","4,043.00","3,115.00",4840965,"16,27,39,81,442.25",121044
2022-05-30,"3,297.00","3,386.60","3,286.35","3,261.30","3,380.40","3,375.25","3,357.16","4,043.00","3,115.00",2094624,"7,03,19,80,224.75",157476
2022-05-27,"3,253.20","3,278.90","3,229.20","3,226.95","3,266.70","3,261.30","3,254.66","4,043.00","3,072.00",3103153,"10,09,97,03,415.15",180755
2022-05-26,"3,191.00","3,241.50","3,180.55","3,167.65","3,229.95","3,226.95","3,203.65","4,043.00","3,072.00",2813186,"9,01,24,56,721.45",180988
2022-05-25,"3,292.85","3,292.85","3,154.05","3,288.00","3,165.25","3,167.65","3,195.48","4,043.00","3,072.00",3548046,"11,33,77,25,211.90",234787
2022-05-24,"3,315.15","3,324.85","3,275.60","3,321.75","3,291.90","3,288.00","3,295.55","4,043.00","3,072.00",1711510,"5,64,03,72,449.00",113563
2022-05-23,"3,304.80","3,338.90","3,267.00","3,293.00","3,317.10","3,321.75","3,310.62","4,043.00","3,072.00",2293690,"7,59,35,29,392.30",139905
2022-05-20,"3,310.00","3,313.90","3,270.05","3,261.95","3,299.00","3,293.00","3,291.06","4,043.00","3,036.00",3065125,"10,08,74,97,473.50",157647
2022-05-19,"3,397.00","3,405.00","3,230.00","3,448.80","3,271.90","3,261.95","3,300.30","4,043.00","3,036.00",4642963,"15,32,31,79,100.30",377211
2022-05-18,"3,465.00","3,495.00","3,443.05","3,451.60","3,455.00","3,448.80","3,467.64","4,043.00","3,036.00",1866781,"6,47,33,31,671.20",114108
2022-05-17,"3,370.00","3,467.00","3,350.40","3,376.80","3,466.75","3,451.60","3,410.54","4,043.00","3,036.00",1754076,"5,98,23,49,029.05",126169
2022-05-16,"3,415.00","3,430.00","3,366.60","3,414.90","3,385.00","3,376.80","3,399.01","4,043.00","3,036.00",1195813,"4,06,45,78,939.80",84979
2022-05-13,"3,435.00","3,439.90","3,382.15","3,408.65","3,409.00","3,414.90","3,409.83","4,043.00","3,036.00",2187823,"7,46,00,96,134.45",148468
2022-05-12,"3,378.00","3,449.70","3,350.10","3,412.00","3,413.25","3,408.65","3,415.90","4,043.00","3,036.00",2807195,"9,58,91,06,457.90",194805
2022-05-11,"3,435.00","3,448.45","3,382.15","3,438.75","3,422.25","3,412.00","3,411.67","4,043.00","3,036.00",1841769,"6,28,35,11,939.40",144928
2022-05-10,"3,434.00","3,464.80","3,422.00","3,445.10","3,439.50","3,438.75","3,448.48","4,043.00","3,036.00",1622685,"5,59,58,00,071.90",145050
2022-05-09,"3,398.00","3,456.00","3,346.85","3,432.60","3,445.05","3,445.10","3,410.95","4,043.00","3,036.00",2481830,"8,46,53,89,113.20",163369
